name,place,population,muni_name,lat,lon
San Nicolò di Celle,village,1153.0,Deruta,43.0150011,12.3840825
Sant'Angelo di Celle,village,975.0,Deruta,42.9991638,12.3801365
Venturello,hamlet,16.0,Deruta,43.0080956,12.4099547
Viale,hamlet,98.0,Deruta,43.0103802,12.4039327
Bandita,hamlet,23.0,Fabro,42.8663584,11.9947763
Carnaiola,neighbourhood,127.0,Fabro,42.8792291,12.0586708
Colonnetta,neighbourhood,,Fabro,42.8721879,12.0164163
Fabro,village,906.0,Fabro,42.8634804,12.0128824
Fabro Scalo,village,1447.0,Fabro,42.8748437,12.0449361
La Banditella,hamlet,,Fabro,42.8611207,11.9749091
Molinaccio,hamlet,,Fabro,42.8463205,11.9775714
Osteriaccia,hamlet,,Fabro,42.8515386,11.9574114
Pian di Fratta,hamlet,,Fabro,42.8488691,11.9696516
Podere Begnami,hamlet,5.0,Fabro,42.8703275,12.0030907
Poggio della Fame,hamlet,19.0,Fabro,42.8601609,12.0050353
Poggiovalle,hamlet,9.0,Fabro,42.8978741,11.9735032
Ampognano,hamlet,10.0,Ferentillo,42.6271728,12.770951
Casale Carocci,locality,,Ferentillo,42.6279409,12.7960207
Castellonalto,hamlet,13.0,Ferentillo,42.62355,12.8285873
Castellone Basso,hamlet,7.0,Ferentillo,42.6238062,12.8197111
Colle Olivo,hamlet,5.0,Ferentillo,42.6228166,12.8133435
Colleponte,neighbourhood,,Ferentillo,42.646056,12.8262604
Ferentillo,village,1221.0,Ferentillo,42.6207678,12.7887263
Forca,locality,,Ferentillo,42.647932,12.795167
Gabbio,hamlet,,Ferentillo,42.629197,12.7821238
Le Mura,hamlet,19.0,Ferentillo,42.6217984,12.7732209
Leazzano,hamlet,19.0,Ferentillo,42.6150608,12.7462721
Loreno,hamlet,7.0,Ferentillo,42.6374815,12.7901194
Macchialunga,hamlet,8.0,Ferentillo,42.6192339,12.7371953
Macenano,hamlet,173.0,Ferentillo,42.6462617,12.8246714
Matterella,hamlet,,Ferentillo,42.6215551,12.7924478
Monterivoso,hamlet,104.0,Ferentillo,42.61587,12.8064512
Nicciano,hamlet,10.0,Ferentillo,42.6404912,12.7801161
Piano,locality,,Ferentillo,42.6379522,12.8651113
Precetto,village,,Ferentillo,42.6185412,12.7949089
Sambucheto,hamlet,25.0,Ferentillo,42.6520266,12.8271921
San Mamiliano,hamlet,18.0,Ferentillo,42.6247494,12.7629872
Terria,hamlet,8.0,Ferentillo,42.6590174,12.8367902
Terria di Contra,hamlet,6.0,Ferentillo,42.6584108,12.8339303
Umbriano,locality,,Ferentillo,42.6395852,12.8156044
Cappuccini,hamlet,51.0,Ficulle,42.8432461,12.0650822
Conventaccio,hamlet,17.0,Ficulle,42.8084983,12.0983801
Ficulle,village,788.0,Ficulle,42.8362745,12.0656093
Olevole,hamlet,46.0,Ficulle,42.8675984,12.0831697
Poggi,hamlet,15.0,Ficulle,42.8142591,12.1092042
Sala,hamlet,19.0,Ficulle,42.803869,12.0713418
San Cristoforo,hamlet,152.0,Ficulle,42.8472312,12.0676537
San Lazzaro,hamlet,14.0,Ficulle,42.8646466,12.0501768
Santa Cristina,hamlet,22.0,Ficulle,42.8346215,12.0547594
Acqua Alleori,hamlet,70.0,Foligno,42.9476353,12.6460147
Acqua Santo Stefano,locality,,Foligno,42.9581756,12.825861
Afrile,hamlet,19.0,Foligno,43.0253521,12.8104881
Ali,hamlet,1.0,Foligno,42.9431763,12.9292969
Altolina,hamlet,8.0,Foligno,42.982269,12.7683789
Annifo,hamlet,314.0,Foligno,43.0524567,12.8550948
Arvello,hamlet,17.0,Foligno,43.0381003,12.8455775
Ascolano,hamlet,2.0,Foligno,42.9657878,12.8465461
Barri,hamlet,,Foligno,42.9804297,12.8223471
Belfiore,village,668.0,Foligno,42.9830482,12.7520737
Borroni,village,,Foligno,42.9397146,12.6914626
Budino,hamlet,212.0,Foligno,42.9543001,12.6320405
Camino,hamlet,5.0,Foligno,42.9335018,12.8917117
Cancellara,hamlet,146.0,Foligno,42.9279122,12.7528658
Cancelli,hamlet,112.0,Foligno,42.9403441,12.8023721
Capodacqua,hamlet,292.0,Foligno,43.0176633,12.7835946
Caposomigiale,hamlet,7.0,Foligno,42.9302188,12.9308748
Cappuccini,locality,0.0,Foligno,42.9640539,12.7269605
Cariè,hamlet,12.0,Foligno,43.0543352,12.8183949
Carpello,hamlet,165.0,Foligno,42.9433343,12.731527
Casa Pacico,hamlet,22.0,Foligno,43.0367478,12.7512585
Casale,hamlet,7.0,Foligno,42.9527412,12.8470192
Casale di Scopoli,hamlet,43.0,Foligno,42.9620193,12.7972573
Case Bruciate,neighbourhood,66.0,Foligno,42.9517071,12.6810282
Casenove,hamlet,146.0,Foligno,42.9774037,12.8398339
Casette di Cupigliolo,hamlet,15.0,Foligno,43.0068109,12.8662263
Casevecchie,hamlet,,Foligno,42.9119124,12.6874959
Cassignano,hamlet,37.0,Foligno,43.0520462,12.8368983
Castello,hamlet,,Foligno,42.9510551,12.8500596
Cave,hamlet,,Foligno,42.9419662,12.6776623
Cerritello,hamlet,14.0,Foligno,42.9621579,12.8748588
Chierichetti,hamlet,26.0,Foligno,42.991146,12.7429277
Chieve,hamlet,,Foligno,42.9462531,12.8626539
Cifo,hamlet,14.0,Foligno,42.9862762,12.8534951
Civitella,hamlet,61.0,Foligno,42.9351634,12.8092751
Colfiorito,village,459.0,Foligno,43.0269399,12.8903815
Collazzolo,hamlet,,Foligno,42.9604197,12.8760517
Colle,hamlet,32.0,Foligno,42.9409983,12.8912776
Colle,neighbourhood,,Foligno,43.0507743,12.8595968
Colle di Capodacqua,hamlet,12.0,Foligno,43.0158595,12.7790127
Colle di San Lorenzo,hamlet,79.0,Foligno,42.9698215,12.7492851
Colle di Scandolaro,hamlet,50.0,Foligno,42.9324792,12.7434985
Collelungo,hamlet,19.0,Foligno,42.9998614,12.8133541
Corvia,village,,Foligno,42.9406263,12.6852407
Costa d'Arvello,hamlet,14.0,Foligno,43.0347293,12.8417227
Costacupa,locality,,Foligno,43.0415174,12.882413
Croce di Roccafranca,hamlet,,Foligno,42.9391475,12.9087735
Cupacci,hamlet,10.0,Foligno,43.0309717,12.7360309
Cupoli,hamlet,77.0,Foligno,42.936577,12.8006816
Curasci,hamlet,10.0,Foligno,42.9521277,12.9093671
Fiamenga,village,473.0,Foligno,42.9546093,12.6643397
Fiorenzuola,hamlet,22.0,Foligno,43.0192881,12.7876828
Fondi,hamlet,21.0,Foligno,43.0401713,12.8213266
Forcatura,hamlet,59.0,Foligno,43.0271746,12.8616638
Fosse,neighbourhood,,Foligno,43.0497321,12.8561159
Fraia,hamlet,45.0,Foligno,42.9972517,12.8900409
Franca,hamlet,24.0,Foligno,42.9974202,12.8299837
Istituto Missionario Sacro Cuore,hamlet,36.0,Foligno,42.9579519,12.7262402
La Madonna,hamlet,8.0,Foligno,42.9829845,12.76544
La Pescara,locality,,Foligno,42.9636162,12.7462629
La Valle,hamlet,31.0,Foligno,42.9950763,12.7163562
Le Casette,hamlet,29.0,Foligno,43.0094369,12.8689223
Leggiana,hamlet,81.0,Foligno,42.9820447,12.8279301
Liè,hamlet,23.0,Foligno,42.9887481,12.7569378
Località Moano,locality,0.0,Foligno,42.9201132,12.7368775
Maceratola,village,718.0,Foligno,42.9490792,12.6732766
Molinaccio,locality,,Foligno,43.0284786,12.877897
Morro,hamlet,,Foligno,42.9524335,12.8515577
Orchi,hamlet,16.0,Foligno,43.0217646,12.7802282
Pale,hamlet,71.0,Foligno,42.9831528,12.7751732
Pallailla-I Santi,hamlet,16.0,Foligno,42.9611456,12.8560233
Pian di Spina,locality,,Foligno,42.9235742,12.8120112
Piano di Annifo,locality,,Foligno,43.0493235,12.8716298
Piano di Arvello,locality,,Foligno,43.0324959,12.8516742
Piedimonte,locality,,Foligno,42.9559407,12.8281592
Pieve Fanonica,hamlet,8.0,Foligno,43.0279074,12.7604233
Pisenti,hamlet,17.0,Foligno,43.0072877,12.8279914
Poggiarello,hamlet,13.0,Foligno,43.0230367,12.7640399
Polveragna,hamlet,16.0,Foligno,43.0185996,12.8562757
Ponte Santa Lucia,hamlet,59.0,Foligno,42.9808491,12.7849242
Pontecentesimo,hamlet,154.0,Foligno,43.0221001,12.7508288
Popola,hamlet,39.0,Foligno,42.9895952,12.8910559
Rasiglia,hamlet,28.0,Foligno,42.959068,12.8602865
Ravignano,hamlet,32.0,Foligno,43.0014334,12.7586049
Rocca Deli,isolated_dwelling,,Foligno,42.9380133,12.7478576
Roccafranca,hamlet,,Foligno,42.9405398,12.9369192
Roviglieto,hamlet,23.0,Foligno,42.9307959,12.7711723
San Giovanni Profiamma,village,1356.0,Foligno,42.9843035,12.7264717
San Sebastiano,hamlet,23.0,Foligno,42.9785655,12.7050501
San Vittore,hamlet,28.0,Foligno,42.9963817,12.7460084
Sant'Eraclio,suburb,,Foligno,42.9336724,12.7228136
Santo Stefano dei Piccioni,hamlet,62.0,Foligno,42.926883,12.7487668
Scafali,village,,Foligno,42.933316,12.6757137
Scandolaro,hamlet,92.0,Foligno,42.9353094,12.7496416
Scanzano,hamlet,,Foligno,42.983612,12.7369722
Scopoli,hamlet,160.0,Foligno,42.9727442,12.8090777
Seggio,hamlet,10.0,Foligno,43.0153599,12.8348254
Serra Bassa,hamlet,6.0,Foligno,42.9607875,12.7429455
Serrone,hamlet,,Foligno,42.9713676,12.8435213
Sostino,hamlet,62.0,Foligno,42.9911376,12.7982494
Sterpete,village,,Foligno,42.9380325,12.7055274
Tenne,hamlet,239.0,Foligno,42.9277561,12.6858697
Treggio,hamlet,58.0,Foligno,42.9856784,12.7097631
Uppello,hamlet,200.0,Foligno,42.9553819,12.738512
Valle Vaccagna,locality,,Foligno,43.0417918,12.8857818
Vallupo,hamlet,,Foligno,42.9345353,12.8166864
Verchiano,village,457.0,Foligno,42.9508744,12.8836566
Vescia,hamlet,,Foligno,42.9821328,12.7393697
Vionica,hamlet,24.0,Foligno,42.9586158,12.8751117
Volperino,hamlet,28.0,Foligno,42.9810176,12.8625288
Zona Zai (Annifo),hamlet,0.0,Foligno,43.0495813,12.8639914
Bacareto,locality,,Fossato di Vico,43.2871467,12.7333918
Borghetto,neighbourhood,,Fossato di Vico,43.3209919,12.7531798
Busco,locality,,Fossato di Vico,43.3220518,12.7669591
Campolungo,locality,,Fossato di Vico,43.3271094,12.7838892
Case Nardi,isolated_dwelling,,Fossato di Vico,43.2863787,12.7253584
Colbassano,hamlet,190.0,Fossato di Vico,43.29183,12.7279808
Colbassanvecchio,isolated_dwelling,,Fossato di Vico,43.2842388,12.7266446
Colle Alogne,locality,,Fossato di Vico,43.2903363,12.7173856
Eugubina,neighbourhood,8.0,Fossato di Vico,43.2871296,12.7379263
Fossato di Vico,village,349.0,Fossato di Vico,43.2976278,12.7598803
Ghea,hamlet,26.0,Fossato di Vico,43.3137507,12.7556199
i Felceti,locality,,Fossato di Vico,43.3247212,12.7858848
i Pianacci,locality,,Fossato di Vico,43.2780775,12.7708746
il Buco,locality,,Fossato di Vico,43.2939086,12.7883109
Intassaie,locality,,Fossato di Vico,43.314246,12.7848762
le Cese,locality,,Fossato di Vico,43.3225357,12.7887172
Le Cozze,locality,,Fossato di Vico,43.2823825,12.7346793
Località Capo d'Acqua,neighbourhood,,Fossato di Vico,43.2962536,12.7597833
Località Le Fonti,neighbourhood,,Fossato di Vico,43.292396,12.7583461
Osteria del Gatto,village,1346.0,Fossato di Vico,43.2908578,12.7502663
Palazzolo,neighbourhood,,Fossato di Vico,43.2774191,12.7593376
Piagge Capraia,locality,,Fossato di Vico,43.3179929,12.7732676
Piagge Legine,locality,,Fossato di Vico,43.3191638,12.7944464
Pian di Grignano,locality,,Fossato di Vico,43.2989163,12.7509158
Piana,locality,,Fossato di Vico,43.2952517,12.7765736
Piano di Gualdo,locality,,Fossato di Vico,43.2692832,12.7537567
Purello,village,604.0,Fossato di Vico,43.3163261,12.7590754
Valle Alceto,locality,,Fossato di Vico,43.3027074,12.788092
Valle Canovine,locality,,Fossato di Vico,43.320116,12.7853698
Valle di Lago,locality,,Fossato di Vico,43.3245807,12.7768296
Bino,neighbourhood,,Fratta Todina,42.8571887,12.35788
Ca' Carbone,hamlet,22.0,Fratta Todina,42.8902112,12.3598688
Casaccia,hamlet,118.0,Fratta Todina,42.8919393,12.3551379
Casaiole,hamlet,35.0,Fratta Todina,42.8579208,12.3374846
Ceccobello,hamlet,20.0,Fratta Todina,42.877796,12.3649889
Foresco,hamlet,38.0,Fratta Todina,42.863308,12.3614149
